,datadate,ticker,after-tax interest coverage,interest coverage ratio,cash flow/ total debt,operating margin before dep.,operating margin after dep.,return on equity,return on capital employed,LTD/ total assets,total debt/ total assets,book/ market,interest/ average LTD,interest/ average total debt,cash balance/ total liabilities,total debt/ EBITDA,short-term debt/ total debt,LTD/ total liabilities,free cash flow/ operating cash flow,total liabilities/ total tangible assets,LTD/ book equity,total debt/ capital,total debt/ equity,asset turnover,receivables turnover,payables turnover,sales/invested capital,sales/stockholders equity,accruals/average assets,price/ book,shillers cyclically adjusted P/E ratio,enterprise value multiple,"price/ operating earnings (Basic, Excl. EI)","price/ operating earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",price/ sales,price/ cash flow,dividend payout ratio,net profit magin,gross profit margin,pre-tax profit margin,return on assets,after-tax return on average common equity,after-tax return on invested capital,after-tax return on average stockholders' equity,gross profit/ total assets,common equity/invested capital,LTD/ invested capital,total debt/ invested capital,capitalization ratio,cash flow margin,splticrm,rating,prev_rating,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change,rating_change,prev_rating_change,rating_diff_change
111,2014-10-31,LUV,9.059,13.844,0.206,0.152,0.103,0.109,0.188,0.142,0.635,0.572,0.059,0.048,0.277,1.019,0.189,0.181,0.488,0.94,0.223,0.33,1.739,0.912,40.649,17.432,1.901,2.499,-0.105,2.222,56.831,6.274,20.897,21.153,22.245,22.245,1.289,7.371,0.114,0.06,0.272,0.096,0.142,0.154,0.098,0.154,0.248,0.761,0.239,0.295,0.239,0.109,BBB,14,12.0,2.0,1.462,1.189,0.219,0.126,0.946,0.044,-0.405,0.054,-0.04,-0.281,-0.397,0.054,-0.191,0.123,0.125,-0.157,0.444,0.372,0.208,1.155,1.229,-0.161,0.113,0.126,0.147,0.147,0.73,0.694,0.079,0.974,0.974,0.216,0.136,0.267,0.167,-0.143,-2.0
112,2011-05-31,M,2.635,3.691,0.1,0.122,0.076,0.135,0.145,0.36,0.732,0.691,0.067,0.064,0.1,2.425,0.061,0.462,0.775,1.713,1.029,0.63,2.731,1.193,66.675,7.927,2.0,4.521,-0.031,1.815,-35.978,5.626,13.559,13.752,14.586,14.586,0.492,8.166,0.099,0.034,0.407,0.053,0.146,0.166,0.096,0.166,0.493,0.442,0.558,0.594,0.558,0.08,BBB-,12,10.0,2.0,0.63,0.455,-0.048,0.08,1.213,-0.06,-0.197,0.015,0.032,-0.02,-0.028,-0.019,-0.088,-0.227,0.104,0.131,0.058,0.12,-0.095,0.117,-0.092,-0.033,-0.267,-0.263,-0.455,-0.455,0.233,0.524,0.005,1.213,1.213,0.103,0.238,0.212,0.2,0.111,1.0
113,2012-04-30,M,3.76,5.229,0.13,0.131,0.09,0.181,0.179,0.351,0.731,0.507,0.067,0.06,0.183,2.24,0.142,0.412,0.735,1.919,0.941,0.628,2.724,1.236,69.487,7.589,2.098,4.451,-0.039,2.427,-59.561,6.268,14.243,14.444,14.048,14.048,0.65,8.201,0.184,0.048,0.404,0.075,0.162,0.219,0.124,0.219,0.483,0.471,0.529,0.616,0.529,0.089,BBB,14,12.0,2.0,0.427,0.417,0.3,0.074,0.341,-0.001,-0.266,0.0,-0.062,0.83,-0.052,0.12,-0.003,-0.003,0.036,0.042,-0.043,0.049,-0.015,0.337,0.655,0.114,0.05,0.05,-0.037,-0.037,0.321,0.004,-0.007,0.319,0.319,-0.02,0.066,0.112,0.167,0.2,0.0
114,2013-12-31,M,4.53,6.844,0.151,0.134,0.097,0.198,0.213,0.329,0.725,0.393,0.06,0.057,0.101,1.863,0.046,0.433,0.719,1.912,0.945,0.659,2.641,1.323,87.134,4.054,2.247,4.817,-0.037,2.951,-151.65,6.372,13.87,14.127,14.958,14.958,0.701,8.981,0.246,0.05,0.401,0.078,0.177,0.24,0.131,0.24,0.531,0.466,0.534,0.559,0.534,0.087,BBB+,16,14.0,2.0,0.205,0.309,0.162,0.023,0.094,-0.008,-0.225,-0.104,-0.05,-0.448,-0.022,-0.004,0.049,-0.03,0.07,0.254,-0.466,0.071,0.082,0.216,1.546,0.017,-0.026,-0.022,0.065,0.065,0.078,0.095,-0.007,0.096,0.096,0.099,-0.011,-0.022,0.143,0.167,0.0
115,2016-03-31,M,3.821,5.366,0.122,0.114,0.075,0.176,0.166,0.371,0.793,0.457,0.053,0.051,0.07,2.464,0.084,0.429,0.608,2.143,1.221,0.701,3.841,1.288,55.151,6.776,2.407,6.372,-0.043,2.4,10.296,6.508,13.525,13.693,13.693,13.693,0.508,6.928,0.425,0.04,0.391,0.062,0.147,0.223,0.106,0.223,0.514,0.378,0.622,0.679,0.622,0.079,BBB,14,16.0,-2.0,-0.157,-0.216,-0.192,-0.149,-0.111,0.094,0.163,-0.117,-0.105,-0.307,-0.154,0.121,0.064,0.454,-0.026,-0.367,0.671,0.071,0.323,-0.187,-1.068,0.021,-0.025,-0.031,-0.085,-0.085,-0.275,-0.229,-0.025,-0.071,-0.071,-0.032,-0.189,-0.092,-0.125,0.143,-2.0
116,2017-02-28,M,2.845,3.646,0.122,0.092,0.052,0.125,0.115,0.372,0.801,0.478,0.055,0.049,0.051,3.144,0.104,0.416,0.684,2.226,1.224,0.748,4.034,1.279,59.458,3.456,2.404,6.437,-0.064,1.893,7.749,8.001,15.1,15.169,15.169,15.169,0.387,5.016,0.663,0.026,0.391,0.041,0.117,0.168,0.085,0.168,0.5,0.373,0.626,0.699,0.626,0.067,BBB-,12,14.0,-2.0,-0.255,-0.321,0.0,-0.193,-0.29,0.01,0.046,0.038,-0.039,-0.271,0.125,0.039,0.067,0.05,-0.007,0.078,-0.49,-0.001,0.01,-0.211,-0.247,0.229,0.116,0.108,0.108,0.108,-0.238,-0.276,0.0,-0.247,-0.247,-0.027,-0.013,-0.152,-0.143,-0.125,0.0
117,2013-08-31,MA,138.95,197.85,0.57,0.581,0.55,0.439,0.674,0.003,0.429,0.102,14.435,0.482,1.107,0.009,0.819,0.0,0.97,11.074,0.0,0.17,0.753,0.646,4.331,3.024,1.131,1.133,-0.042,9.879,42.853,13.885,2.494,2.502,2.502,2.502,8.996,20.121,0.062,0.383,0.581,0.55,0.381,0.446,0.464,0.446,0.375,0.998,0.0,0.006,0.0,0.414,A,22,19.0,3.0,1.083,1.063,0.432,0.082,0.028,0.075,-0.301,-0.549,-0.539,-0.04,0.003,0.416,0.393,0.132,-0.076,-0.218,-0.147,-0.028,-0.028,0.39,-0.026,0.391,0.23,0.23,0.225,0.225,0.364,0.088,0.082,0.025,0.025,0.0,0.0,0.098,0.158,0.188,0.0
118,2014-12-31,MAS,4.438,3.372,0.105,0.124,0.104,1.171,0.191,0.482,0.865,0.137,0.071,0.066,0.233,3.778,0.075,0.516,0.8,5.067,3.812,0.858,8.392,1.033,6.174,5.129,1.778,10.018,0.025,7.827,-39.663,12.555,30.732,31.111,11.667,11.3,1.223,14.938,0.147,0.106,0.313,0.064,0.129,1.377,0.251,1.377,0.323,0.178,0.768,0.83,0.812,0.126,BBB,14,12.0,2.0,-2.493,1.594,0.479,0.653,-3.019,0.063,-0.732,0.076,0.065,-0.029,0.533,0.285,0.092,0.653,0.143,-0.106,-0.257,0.278,0.776,1.894,1.096,-0.129,5.095,5.17,-4.508,-4.503,1.664,0.412,0.151,-3.235,-3.235,0.313,-0.276,-2.212,0.167,-0.143,-2.0
119,2011-04-30,MAT,11.563,14.142,0.189,0.184,0.157,0.261,0.258,0.221,0.515,0.301,0.079,0.066,0.459,1.114,0.208,0.341,0.741,5.754,0.356,0.379,1.061,1.148,6.179,7.555,1.636,2.228,0.031,3.477,16.668,9.354,14.522,14.681,14.366,14.366,1.586,17.591,0.43,0.117,0.53,0.145,0.211,0.265,0.229,0.265,0.573,0.735,0.265,0.335,0.265,0.145,BBB+,16,14.0,2.0,0.383,0.279,-0.55,0.04,0.17,0.093,-0.154,-0.202,-0.241,-0.14,-0.151,0.291,0.251,0.193,-0.001,-0.077,0.199,-0.027,0.038,0.067,-0.0,0.124,-0.066,-0.063,-0.095,-0.095,0.026,0.98,0.004,0.167,0.167,-0.045,-0.061,0.124,0.143,0.167,0.0
120,2015-01-31,MAT,10.261,11.966,0.219,0.188,0.151,0.231,0.192,0.291,0.518,0.295,0.042,0.041,0.204,1.622,0.01,0.556,0.72,4.866,0.593,0.42,1.076,0.957,5.351,7.689,1.243,1.987,-0.024,2.965,12.22,13.189,12.454,12.512,12.871,12.871,1.481,10.39,0.714,0.117,0.545,0.135,0.181,0.233,0.165,0.233,0.521,0.626,0.374,0.378,0.374,0.154,BBB,14,16.0,-2.0,-0.113,-0.154,0.159,0.022,-0.115,0.006,-0.02,-0.468,-0.379,-0.556,-0.028,-0.154,0.108,0.014,-0.166,-0.134,0.018,-0.24,-0.108,-0.147,-0.267,0.41,-0.142,-0.148,-0.104,-0.104,-0.066,-0.409,0.028,-0.121,-0.121,-0.091,-0.148,0.062,-0.125,0.143,-2.0
121,2015-11-30,MCD,8.234,12.003,0.314,0.347,0.286,0.322,0.265,0.485,0.679,0.11,0.038,0.038,0.111,1.829,0.0,0.714,0.702,0.962,1.311,0.613,2.115,0.764,22.198,17.858,0.947,2.378,-0.066,10.545,20.145,12.033,22.97,23.063,24.71,24.71,4.088,15.731,0.732,0.172,0.442,0.251,0.259,0.365,0.173,0.365,0.337,0.398,0.602,0.602,0.602,0.234,BBB+,16,19.0,-3.0,-0.022,-0.082,0.0,-0.006,0.201,0.104,-0.214,-0.05,-0.026,-0.098,0.113,0.102,0.137,0.326,0.003,0.003,0.009,0.0,0.203,0.504,0.152,0.031,0.243,0.243,0.149,0.149,0.187,0.116,0.005,0.229,0.229,0.006,-0.169,0.045,-0.158,-0.136,0.0
122,2014-03-31,MCK,6.392,11.549,0.09,0.022,0.021,0.168,0.222,0.137,0.786,0.216,0.052,0.049,0.096,1.69,0.072,0.161,0.894,20.931,0.588,0.737,3.68,3.646,12.672,7.488,10.71,17.063,-0.04,5.062,32.744,11.863,23.48,23.958,32.28,35.815,0.312,15.167,0.157,0.01,0.061,0.016,0.083,0.17,0.126,0.17,0.222,0.628,0.372,0.401,0.372,0.015,BBB+,16,19.0,-3.0,-0.148,0.109,0.268,0.0,-0.111,0.048,-0.491,-0.35,-0.329,-0.338,-0.031,-0.129,0.062,0.228,-0.115,-0.079,-0.087,-0.123,0.036,1.036,0.411,0.762,0.615,0.63,1.146,1.381,0.902,1.006,0.089,-0.101,-0.101,-0.031,-0.154,0.0,-0.158,0.188,-2.0
123,2013-11-30,MMC,8.7,12.188,0.137,0.2,0.171,0.198,0.22,0.179,0.578,0.295,0.064,0.059,0.187,1.187,0.075,0.286,0.687,11.565,0.395,0.409,1.383,0.752,3.775,5.439,1.28,1.8,0.01,3.698,34.103,9.967,19.133,19.447,20.191,20.106,2.144,22.702,0.399,0.108,0.2,0.157,0.154,0.198,0.161,0.198,0.151,0.711,0.281,0.304,0.284,0.14,A-,19,14.0,5.0,0.337,0.279,-0.235,0.099,0.193,-0.017,-0.176,-0.099,-0.092,-0.005,-0.142,0.035,-0.062,-0.043,-0.031,-0.044,0.052,-0.032,-0.055,0.253,-0.052,0.09,0.175,0.172,0.127,0.134,0.365,0.767,0.099,0.193,0.193,0.071,0.024,0.176,0.357,0.167,1.5
124,2016-03-31,MO,7.486,10.353,0.196,0.456,0.444,0.594,0.499,0.397,0.911,0.075,0.061,0.059,0.08,1.504,0.0,0.436,0.961,14.947,1.512,0.822,10.286,0.563,152.048,18.449,1.191,6.547,-0.017,14.361,27.365,14.791,22.869,22.869,23.468,23.468,6.507,21.116,0.815,0.278,0.6,0.428,0.256,1.778,0.265,1.778,0.348,0.182,0.816,0.816,0.818,0.29,A-,19,16.0,3.0,0.411,0.346,0.38,-0.03,0.362,0.034,-0.476,-0.238,-0.203,-0.223,-0.009,-0.013,0.048,0.38,0.119,0.326,0.11,0.224,0.527,1.113,0.41,0.349,0.576,0.576,0.417,0.417,0.541,0.238,-0.005,0.428,0.428,0.141,-0.198,0.078,0.188,0.143,0.5
125,2016-02-29,MRO,-5.352,-7.594,0.114,0.233,-0.477,-0.099,-0.099,0.225,0.426,2.463,0.055,0.051,0.089,5.659,0.0,0.529,-1.221,0.508,0.347,0.316,0.742,0.162,4.182,1.712,0.214,0.298,-0.11,0.265,7.619,12.286,-3.284,-3.284,-2.518,-2.518,1.006,3.551,0.564,-0.399,0.394,-0.536,0.038,-0.111,-0.064,-0.111,0.067,0.718,0.282,0.282,0.282,0.356,BBB-,12,14.0,-2.0,-1.888,-1.966,-0.491,-0.507,-2.547,-0.182,2.333,-0.141,-0.177,-0.315,-3.964,-0.367,-0.204,-0.317,-0.37,0.915,1.696,-0.469,-0.444,-0.663,0.09,1.077,-1.299,-1.298,-1.198,-1.354,-0.421,0.226,-0.301,-2.48,-2.48,-0.538,-0.045,-0.279,-0.143,-0.125,0.0
126,2015-12-31,MS,2.208,3.707,0.002,0.326,0.289,0.054,0.027,0.418,0.909,1.11,0.023,0.009,0.249,27.515,0.615,0.177,0.123,121.119,1.985,0.907,10.124,0.047,0.138,0.039,0.185,0.519,0.022,0.909,19.281,33.746,12.984,13.422,19.758,19.881,1.608,-4.227,0.553,0.094,0.326,0.108,0.015,0.048,0.033,0.049,0.015,0.322,0.638,1.658,0.642,0.136,BBB+,16,19.0,-3.0,0.248,0.814,-0.964,-0.119,-0.481,-0.009,-0.521,-0.395,-0.4,-0.227,-0.869,0.027,-0.017,-0.2,-0.06,-0.266,-1.348,0.108,-0.248,0.922,1.313,-0.125,0.44,0.47,1.552,1.5,1.307,-4.676,-0.119,-0.2,-0.462,-0.211,0.47,-0.166,-0.158,-0.136,0.0
127,2011-06-30,MU,10.987,8.907,0.635,0.359,0.145,0.204,0.136,0.153,0.324,0.76,0.1,0.068,0.521,0.668,0.322,0.32,0.53,0.689,0.186,0.294,0.582,0.64,6.348,4.897,0.821,1.147,-0.143,0.887,-23.148,3.206,5.381,5.984,5.123,5.123,0.808,2.141,0.0,0.162,0.493,0.176,0.24,0.204,0.158,0.204,0.315,0.715,0.133,0.197,0.157,0.39,BB-,8,7.0,1.0,-0.011,-0.01,0.0,-0.147,-0.299,-0.024,-0.392,0.176,0.097,-0.127,-0.338,-0.068,-0.039,-0.043,-0.014,-0.129,-0.153,0.109,0.084,-0.109,-0.122,0.276,0.154,0.149,0.182,0.182,-0.143,-0.171,-0.099,-0.301,-0.301,-0.003,0.021,-0.152,0.143,0.167,0.0
128,2014-06-30,MU,10.404,7.046,0.199,0.303,0.16,0.345,0.162,0.307,0.479,0.359,0.074,0.053,0.413,1.404,0.279,0.462,0.643,1.174,0.466,0.45,1.006,0.724,5.601,5.473,0.975,1.518,-0.08,3.8,255.124,6.031,20.215,23.042,13.394,13.394,2.651,8.326,0.0,0.213,0.436,0.227,0.241,0.345,0.247,0.345,0.316,0.64,0.298,0.414,0.317,0.359,BB,9,8.0,1.0,-0.053,-0.209,-0.687,-0.156,0.691,0.478,-0.528,-0.26,-0.221,-0.207,0.213,0.704,0.531,0.729,0.131,-0.118,0.118,0.188,0.323,3.284,-12.021,0.881,2.757,2.851,1.614,1.614,2.281,2.889,-0.116,0.691,0.691,0.003,-0.105,-0.079,0.125,0.143,0.0
129,2015-12-31,NDAQ,4.268,7.839,0.109,0.293,0.254,0.057,0.108,0.194,0.531,0.703,0.048,0.048,0.454,2.304,0.002,0.364,0.816,21.826,0.372,0.317,1.133,0.287,10.369,8.617,0.433,0.612,-0.032,1.555,24.87,10.619,6.337,6.485,9.103,9.103,2.764,12.711,0.363,0.106,0.293,0.147,0.082,0.063,0.055,0.063,0.084,0.708,0.292,0.292,0.292,0.145,BBB,14,12.0,2.0,-0.142,0.091,0.211,0.017,-0.162,0.025,-0.261,-0.04,0.0,0.034,0.019,-0.096,0.026,0.053,0.075,0.203,0.024,0.08,0.105,0.305,0.121,0.144,0.114,0.111,0.537,0.537,0.171,0.011,0.017,-0.171,-0.171,0.091,-0.022,-0.181,0.167,-0.143,-2.0
130,2013-12-31,NOV,21.953,29.642,0.056,0.197,0.161,0.099,0.133,0.115,0.372,0.72,0.028,0.028,0.218,0.998,0.0,0.31,0.744,3.904,0.166,0.197,0.596,0.585,4.377,11.5,0.787,0.937,-0.014,1.414,17.606,8.935,15.294,15.383,15.353,14.566,1.746,12.709,0.15,0.114,0.293,0.159,0.121,0.109,0.09,0.109,0.171,0.84,0.155,0.155,0.156,0.157,A+,25,22.0,3.0,-0.568,-0.602,-0.796,-0.183,-0.075,0.22,0.065,-0.765,-0.509,-0.52,-0.04,0.226,1.662,0.348,-0.031,-0.147,-0.12,-0.039,0.126,-0.147,-0.082,0.076,-0.031,-0.031,-0.048,-0.096,-0.207,-0.157,-0.156,-0.092,-0.092,-0.145,-0.147,-0.092,0.136,0.158,0.0
131,2016-03-31,NOV,-6.466,15.864,0.13,0.161,0.111,-0.038,0.074,0.147,0.384,1.445,0.03,0.029,0.203,1.651,0.001,0.383,0.66,3.286,0.216,0.217,0.627,0.49,4.02,10.496,0.724,0.901,-0.07,0.643,6.881,6.936,11.107,11.107,-15.628,-15.628,0.792,8.774,1.765,-0.052,0.272,-0.04,0.079,-0.041,-0.026,-0.041,0.15,0.804,0.193,0.193,0.193,-0.001,A-,19,25.0,-6.0,-1.295,-0.465,1.321,-0.183,-1.384,0.032,1.007,0.071,0.036,-0.069,-0.113,-0.158,0.102,0.052,-0.162,-0.082,-0.087,-0.08,-0.038,-0.545,-0.609,-0.224,-0.274,-0.278,-2.018,-2.073,-0.546,-0.31,-0.072,-1.376,-1.376,-0.123,-0.043,-1.006,-0.24,0.136,-3.0
132,2016-11-30,NOV,-29.103,-1.57,0.13,0.066,-0.02,-0.177,-0.008,0.142,0.344,1.151,0.031,0.031,0.209,6.344,0.002,0.411,0.759,2.583,0.2,0.198,0.526,0.34,3.685,9.396,0.426,0.52,-0.183,0.883,9.896,29.725,-79.489,-79.489,-4.349,-4.349,1.704,9.93,6.652,-0.389,0.224,-0.422,0.021,-0.192,-0.142,-0.192,0.076,0.819,0.177,0.178,0.178,-0.303,BBB+,16,19.0,-3.0,3.501,-1.099,0.0,-0.59,3.658,-0.104,-0.203,0.033,0.069,0.03,0.15,-0.214,-0.088,-0.161,-0.306,-0.083,-0.105,-0.412,-0.423,0.373,0.438,3.286,-8.157,-8.157,-0.722,-0.722,1.152,0.132,-0.176,3.683,3.683,-0.493,0.019,302.0,-0.158,-0.24,-0.5
133,2016-04-30,NYT,2.353,4.007,0.11,0.158,0.119,0.081,0.142,0.178,0.657,0.382,0.14,0.086,0.386,1.733,0.437,0.153,0.846,2.513,0.294,0.389,1.922,0.634,7.522,6.487,1.474,1.91,-0.045,2.483,37.35,10.437,22.491,23.309,33.737,33.737,1.3,11.708,0.418,0.04,0.609,0.061,0.1,0.081,0.095,0.081,0.398,0.772,0.227,0.403,0.227,0.079,BB-,8,7.0,1.0,0.162,0.493,0.068,0.068,-0.534,-0.2,-0.005,0.239,-0.104,18.3,-0.041,0.243,-0.391,-0.584,-0.184,-0.098,-0.225,-0.192,-0.563,0.222,-2.565,0.69,0.878,0.894,1.239,1.741,1.486,1.849,0.018,-0.534,-0.534,-0.144,0.847,-0.122,0.143,0.167,0.0
134,2015-09-30,OI,0.872,3.21,0.103,0.165,0.099,-0.018,0.127,0.464,0.831,0.267,0.067,0.054,0.055,3.444,0.191,0.451,0.361,2.663,2.385,0.795,5.424,0.816,7.074,4.43,1.5,5.321,-0.079,3.389,74.049,7.325,9.505,9.548,-148.0,-129.5,0.528,5.589,0.0,-0.004,0.252,0.011,0.131,-0.018,0.046,-0.018,0.205,0.282,0.69,0.853,0.71,0.066,BB,9,10.0,-1.0,-0.501,-0.243,-0.096,-0.098,-1.158,0.037,-0.141,-0.043,-0.129,-0.526,-0.225,0.045,0.069,0.193,-0.035,-0.002,-0.262,0.06,0.158,0.169,-0.812,0.035,-0.044,-0.056,-5.744,-5.151,-0.253,-0.105,-0.042,-1.144,-1.144,-0.038,-0.084,-0.224,-0.1,0.111,-2.0
135,2015-04-30,ORCL,11.243,14.18,0.348,0.46,0.386,0.232,0.2,0.314,0.504,0.251,0.036,0.035,0.916,1.7,0.029,0.604,0.935,15.439,0.62,0.394,1.029,0.401,8.156,13.554,0.501,0.818,-0.039,4.261,21.266,12.202,17.66,18.1,18.251,18.251,5.277,14.125,0.197,0.279,0.826,0.357,0.19,0.232,0.161,0.232,0.331,0.613,0.381,0.392,0.383,0.356,AA-,28,25.0,3.0,-0.177,-0.214,0.033,0.018,-0.049,0.164,-0.146,-0.308,-0.314,-0.036,-0.028,0.406,0.438,0.335,-0.201,0.146,-0.003,-0.234,-0.085,0.249,-0.072,0.201,0.189,0.201,0.179,0.179,0.334,0.3,0.039,-0.053,-0.053,-0.17,-0.163,0.038,0.12,0.136,0.0
136,2015-01-31,ORLY,15.367,23.466,0.221,0.2,0.173,0.348,0.353,0.219,0.677,0.132,0.037,0.037,0.087,0.987,0.0,0.324,0.647,1.723,0.657,0.638,2.098,1.11,33.406,1.532,2.049,3.44,-0.067,9.34,35.697,11.69,26.389,26.842,26.842,26.842,2.691,16.255,0.0,0.106,0.538,0.166,0.225,0.362,0.226,0.362,0.598,0.596,0.404,0.404,0.404,0.133,BBB+,16,14.0,2.0,-0.221,-0.254,-0.423,0.149,1.289,0.643,-0.612,-0.245,-0.245,-0.065,-0.006,0.582,0.888,1.993,0.024,0.15,-0.423,0.304,0.866,1.62,-0.037,0.285,0.175,0.176,0.153,0.153,0.482,0.492,0.043,1.335,1.335,0.068,-0.3,0.157,0.143,0.167,0.0
137,2012-11-30,PBI,4.088,6.009,0.117,0.228,0.167,2.163,0.17,0.514,0.953,0.054,0.033,0.029,0.096,4.132,0.118,0.476,0.736,11.288,23.825,0.988,113.915,0.546,2.212,1.187,1.091,65.2,-0.032,15.077,5.911,7.828,5.68,5.68,6.251,3.806,0.534,3.686,0.831,0.086,0.624,0.103,0.121,16.879,0.128,16.363,0.341,0.017,0.906,1.028,0.982,0.153,BBB,14,16.0,-2.0,-0.046,-0.192,0.17,0.086,1.228,-0.011,-0.169,0.269,0.16,0.684,-0.106,0.18,-0.014,-1.123,-0.156,-0.142,-0.332,-0.095,-0.84,0.161,-0.337,-0.064,-0.359,-0.365,-0.431,-0.674,-0.267,-0.291,0.099,-0.401,-0.379,-0.073,-9.5,0.186,-0.125,-0.273,-0.667
138,2016-11-30,PBI,4.061,6.571,0.091,0.215,0.161,0.807,0.177,0.512,0.93,0.107,0.032,0.027,0.144,4.197,0.139,0.474,0.665,11.34,7.815,0.97,44.348,0.567,2.59,1.257,1.112,27.043,-0.032,7.405,7.762,9.593,8.858,8.913,10.63,10.474,0.771,5.86,0.55,0.075,0.614,0.12,0.123,1.993,0.124,1.986,0.348,0.041,0.864,1.003,0.955,0.134,BBB-,12,14.0,-2.0,-0.007,0.094,-0.222,-0.057,-0.627,-0.024,0.981,-0.03,-0.069,0.5,-0.096,0.005,-0.018,-0.611,0.038,0.171,0.059,0.019,-0.585,-0.509,0.313,0.225,0.56,0.569,0.701,1.752,0.444,0.59,-0.016,-0.882,-0.879,0.021,1.412,-0.124,-0.143,-0.125,0.0
139,2016-08-31,PCG,1.958,2.436,0.081,0.278,0.116,0.03,0.059,0.271,0.736,0.826,0.05,0.046,0.008,3.698,0.066,0.343,-0.473,0.997,0.625,0.545,2.791,0.264,5.241,4.157,0.51,0.999,-0.046,1.187,32.533,9.814,25.701,26.135,40.484,40.484,1.852,8.495,1.175,0.046,0.278,0.033,0.074,0.046,0.038,0.046,0.073,0.503,0.489,0.524,0.489,0.207,BBB+,16,14.0,2.0,-0.205,-0.33,-0.129,-0.123,-0.5,-0.013,-0.221,-0.194,-0.132,-0.619,-14.912,-0.084,-0.049,-0.052,-0.165,0.066,0.087,-0.199,-0.197,0.289,1.159,0.474,1.114,1.143,1.485,1.485,0.635,1.091,-0.123,-0.483,-0.477,-0.27,0.004,-0.05,0.143,-0.125,-2.0
140,2013-06-30,PHM,2.553,1.69,0.167,0.07,0.064,0.146,0.065,0.404,0.689,0.29,0.07,0.069,0.325,7.821,0.058,0.577,0.983,107.545,1.28,0.588,2.22,0.74,32.601,19.501,1.045,2.383,-0.09,3.231,-8.619,25.564,22.058,22.583,24.636,24.636,1.441,8.025,0.034,0.059,0.171,0.055,0.051,0.146,0.099,0.146,0.127,0.439,0.561,0.57,0.561,0.065,BB,9,8.0,1.0,-5.702,-1.822,0.546,-1.722,-2.043,0.018,-0.72,0.129,0.131,0.0,0.005,0.305,-0.005,0.061,0.442,6.393,-0.08,0.537,0.503,2.161,0.461,-2.543,-6.64,-6.774,-4.628,-4.628,1.214,1.846,4.344,-2.043,-2.043,6.471,0.023,-1.929,0.125,-0.111,-2.0
141,2014-03-31,PHM,17.924,3.892,0.216,0.112,0.106,0.766,0.103,0.251,0.468,0.599,0.067,0.064,0.405,3.453,0.048,0.51,0.967,77.005,0.448,0.34,0.879,0.734,33.374,22.099,0.844,1.222,0.225,1.573,108.661,15.702,12.793,12.966,2.856,2.856,1.288,8.301,0.022,0.461,0.209,0.093,0.082,0.766,0.586,0.766,0.136,0.69,0.31,0.325,0.31,0.467,BB+,10,9.0,1.0,6.021,1.303,0.293,0.6,4.247,-0.321,1.066,-0.043,-0.072,0.246,-0.016,-0.284,-0.422,-0.604,-0.008,0.024,0.133,-0.192,-0.487,-0.513,-13.607,-0.386,-0.42,-0.426,-0.884,-0.884,-0.106,0.034,0.222,4.247,4.247,0.071,0.572,6.185,0.111,0.125,0.0
142,2012-11-30,PNW,2.686,3.753,0.123,0.378,0.253,0.065,0.111,0.267,0.7,1.067,0.068,0.063,0.004,2.853,0.075,0.352,0.184,0.923,0.561,0.498,2.408,0.247,11.01,7.227,0.453,0.851,-0.058,0.915,19.512,7.287,15.135,15.27,15.27,15.315,1.723,4.976,0.597,0.114,0.378,0.192,0.094,0.098,0.069,0.098,0.093,0.532,0.452,0.488,0.459,0.271,BBB+,16,14.0,2.0,0.201,0.323,0.414,0.096,0.14,0.004,-0.079,-0.128,-0.045,-0.714,-0.267,0.007,-0.042,0.018,-0.057,0.088,-0.162,-0.034,-0.043,0.018,0.114,0.003,-0.049,-0.044,-0.044,0.079,0.143,0.032,0.096,0.14,0.14,0.033,0.008,0.063,0.143,0.167,0.0
