,datadate,ticker,after-tax interest coverage,interest coverage ratio,cash flow/ total debt,operating margin before dep.,operating margin after dep.,return on equity,return on capital employed,LTD/ total assets,total debt/ total assets,book/ market,interest/ average LTD,interest/ average total debt,cash balance/ total liabilities,total debt/ EBITDA,short-term debt/ total debt,LTD/ total liabilities,free cash flow/ operating cash flow,total liabilities/ total tangible assets,LTD/ book equity,total debt/ capital,total debt/ equity,asset turnover,receivables turnover,payables turnover,sales/invested capital,sales/stockholders equity,accruals/average assets,price/ book,shillers cyclically adjusted P/E ratio,enterprise value multiple,"price/ operating earnings (Basic, Excl. EI)","price/ operating earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",price/ sales,price/ cash flow,dividend payout ratio,net profit magin,gross profit margin,pre-tax profit margin,return on assets,after-tax return on average common equity,after-tax return on invested capital,after-tax return on average stockholders' equity,gross profit/ total assets,common equity/invested capital,LTD/ invested capital,total debt/ invested capital,capitalization ratio,cash flow margin,splticrm,rating,prev_rating,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change,rating_change,prev_rating_change,rating_diff_change
139,2016-08-31,PCG,1.958,2.436,0.081,0.278,0.116,0.03,0.059,0.271,0.736,0.826,0.05,0.046,0.008,3.698,0.066,0.343,-0.473,0.997,0.625,0.545,2.791,0.264,5.241,4.157,0.51,0.999,-0.046,1.187,32.533,9.814,25.701,26.135,40.484,40.484,1.852,8.495,1.175,0.046,0.278,0.033,0.074,0.046,0.038,0.046,0.073,0.503,0.489,0.524,0.489,0.207,BBB+,16,14.0,2.0,-0.205,-0.33,-0.129,-0.123,-0.5,-0.013,-0.221,-0.194,-0.132,-0.619,-14.912,-0.084,-0.049,-0.052,-0.165,0.066,0.087,-0.199,-0.197,0.289,1.159,0.474,1.114,1.143,1.485,1.485,0.635,1.091,-0.123,-0.483,-0.477,-0.27,0.004,-0.05,0.143,-0.125,-2.0
53,2014-12-31,CMS,2.19,2.84,0.102,0.254,0.161,0.094,0.1,0.466,0.797,0.669,0.053,0.049,0.034,4.568,0.076,0.54,-0.225,1.131,1.448,0.711,3.915,0.401,8.657,8.647,0.632,1.97,-0.044,1.759,24.854,8.942,19.093,19.413,19.744,19.744,1.341,7.586,0.586,0.067,0.254,0.104,0.104,0.137,0.07,0.135,0.102,0.318,0.679,0.735,0.679,0.161,BBB+,16,14.0,2.0,0.121,0.044,0.146,-0.038,0.044,-0.017,0.014,-0.117,-0.075,2.778,-21.455,-0.06,-0.003,-0.088,0.066,0.28,0.035,0.011,0.011,0.007,0.111,0.065,0.093,0.084,-0.018,0.003,0.139,0.267,-0.038,0.132,0.134,0.052,0.006,0.045,0.143,0.167,0.0
175,2014-11-30,UNH,9.61,15.491,0.144,0.089,0.078,0.161,0.202,0.201,0.599,0.416,0.044,0.038,0.179,1.488,0.136,0.29,0.784,12.133,0.426,0.537,1.551,1.519,15.387,4.63,2.642,3.936,-0.014,2.743,18.744,8.56,17.488,17.739,17.739,17.739,0.739,14.15,0.232,0.043,0.25,0.073,0.137,0.171,0.126,0.171,0.379,0.671,0.302,0.35,0.31,0.054,A+,25,22.0,3.0,-0.061,0.015,-0.182,-0.053,-0.139,0.0,-0.151,-0.185,-0.174,-0.466,-0.131,-0.285,0.07,0.04,0.024,-0.341,-0.037,-0.02,0.065,0.408,0.406,0.25,0.584,0.578,0.578,0.578,0.366,1.552,0.008,-0.086,-0.086,0.027,-0.08,-0.115,0.136,0.158,0.0
121,2015-11-30,MCD,8.234,12.003,0.314,0.347,0.286,0.322,0.265,0.485,0.679,0.11,0.038,0.038,0.111,1.829,0.0,0.714,0.702,0.962,1.311,0.613,2.115,0.764,22.198,17.858,0.947,2.378,-0.066,10.545,20.145,12.033,22.97,23.063,24.71,24.71,4.088,15.731,0.732,0.172,0.442,0.251,0.259,0.365,0.173,0.365,0.337,0.398,0.602,0.602,0.602,0.234,BBB+,16,19.0,-3.0,-0.022,-0.082,0.0,-0.006,0.201,0.104,-0.214,-0.05,-0.026,-0.098,0.113,0.102,0.137,0.326,0.003,0.003,0.009,0.0,0.203,0.504,0.152,0.031,0.243,0.243,0.149,0.149,0.187,0.116,0.005,0.229,0.229,0.006,-0.169,0.045,-0.158,-0.136,0.0
148,2013-06-30,ROST,69.972,111.489,0.515,0.152,0.132,0.454,0.714,0.041,0.524,0.136,0.076,0.076,0.362,0.1,0.0,0.078,0.552,1.362,0.081,0.366,1.102,2.691,146.119,8.177,5.21,5.656,-0.061,7.215,26.373,9.43,8.664,8.83,8.83,8.83,1.431,13.691,0.162,0.082,0.299,0.132,0.419,0.482,0.3,0.482,0.805,0.921,0.079,0.079,0.079,0.101,A-,19,16.0,3.0,0.138,0.128,0.366,0.086,0.058,-0.066,-0.227,0.169,0.169,-0.192,-0.007,-0.213,-0.101,-0.138,0.011,-0.023,0.046,-0.043,-0.067,0.159,-0.01,0.392,1.18,1.178,1.178,1.178,0.217,-0.237,0.014,0.05,0.05,0.025,0.026,0.086,0.188,0.143,0.5
108,2014-08-31,LEN,2.849,2.814,-0.122,0.119,0.114,0.127,0.084,0.465,0.599,0.526,0.056,0.051,0.131,6.707,0.088,0.709,0.912,37.784,1.175,0.577,1.658,0.584,12.18,22.441,0.707,1.616,0.126,1.542,39.07,16.401,16.19,18.308,17.649,17.649,1.015,-7.377,0.064,0.075,0.237,0.119,0.072,0.127,0.085,0.127,0.138,0.437,0.514,0.564,0.54,0.081,BB,9,8.0,1.0,-0.298,0.939,0.821,0.293,-0.428,-0.024,0.119,-0.018,0.109,-0.373,-0.044,0.863,-0.048,-0.11,0.387,1.52,0.161,0.384,0.344,-0.209,-1.772,-0.495,-0.622,-0.612,0.321,0.321,-0.376,-0.531,0.03,-0.428,-0.428,0.516,0.028,-0.515,0.125,0.143,0.0
76,2015-08-31,ETFC,2.7,2.896,0.017,0.443,0.394,0.086,0.066,0.137,0.882,0.657,0.094,0.043,0.061,7.191,0.547,0.07,0.887,169.578,0.525,0.879,7.493,0.043,0.141,0.033,0.239,0.364,-0.007,1.336,80.209,15.859,24.343,24.802,16.853,16.853,3.841,9.661,0.0,0.231,0.443,0.189,0.019,0.086,0.086,0.086,0.019,0.656,0.344,0.761,0.344,0.28,BBB-,12,8.0,4.0,0.388,0.071,0.0,-0.047,0.509,0.0,-0.142,0.044,-0.023,-0.032,0.013,0.035,-0.001,0.003,-0.023,0.029,0.0,0.0,-0.032,-0.132,-0.235,0.11,-0.037,-0.027,-0.41,-0.41,-0.063,-0.182,-0.047,0.509,0.509,-0.095,0.033,0.436,0.5,0.143,3.0
152,2012-02-29,SBUX,38.682,46.126,0.542,0.172,0.129,0.3,0.333,0.075,0.392,0.138,0.062,0.069,0.714,0.268,0.0,0.191,0.604,1.214,0.123,0.175,0.645,1.662,31.76,24.961,2.434,2.736,-0.017,7.665,52.729,14.512,14.988,15.367,14.539,14.539,3.002,26.037,0.327,0.105,0.234,0.154,0.295,0.3,0.273,0.3,0.389,0.889,0.11,0.111,0.11,0.151,A-,19,16.0,3.0,0.489,0.263,-0.016,0.036,0.172,-0.105,-0.292,0.033,0.15,0.594,-0.225,0.13,-0.107,-0.175,-0.03,-0.139,-0.136,-0.071,-0.106,0.587,0.616,0.399,0.526,0.511,0.354,0.354,0.816,1.676,0.068,0.172,0.172,0.037,0.037,0.135,0.188,0.143,0.5
155,2013-12-31,SEE,0.318,1.859,0.05,0.129,0.091,-0.135,0.113,0.493,0.848,0.324,0.085,0.081,0.086,4.655,0.041,0.557,0.825,6.756,2.487,0.784,5.588,0.819,5.682,9.098,1.313,5.398,-0.091,3.865,-40.171,9.257,29.103,31.528,-24.854,-92.027,0.875,10.941,1.025,-0.033,0.358,-0.058,0.104,-0.172,0.019,-0.172,0.294,0.243,0.757,0.789,0.757,0.005,BB,9,8.0,1.0,-0.678,0.057,0.087,0.04,66.5,0.191,-0.704,0.012,-0.024,-0.055,1.661,0.165,0.265,1.265,0.145,-0.037,-0.009,0.287,1.178,3.574,-4.259,0.107,0.999,1.033,-2.006,-1.322,1.232,-0.166,0.038,85.0,85.0,0.195,-0.41,-0.875,0.125,-0.111,-2.0
145,2015-06-30,PPL,2.845,3.491,0.097,0.499,0.383,0.089,0.085,0.451,0.715,0.837,0.044,0.04,0.049,5.554,0.098,0.569,-0.316,1.003,1.069,0.625,2.507,0.163,7.071,3.321,0.235,0.571,-0.032,1.046,15.484,11.395,11.467,11.512,12.279,9.568,2.491,6.26,0.617,0.202,0.499,0.296,0.082,0.118,0.065,0.118,0.081,0.412,0.588,0.652,0.588,0.426,A-,19,14.0,5.0,-0.016,-0.174,0.169,0.579,-0.127,-0.036,-0.032,-0.154,-0.167,0.065,-2.477,-0.141,-0.019,-0.155,-0.474,0.078,-0.553,-0.431,-0.45,-0.06,0.084,0.175,0.255,0.256,0.068,-0.179,0.732,0.038,0.579,-0.151,-0.151,-0.012,0.035,1.068,0.357,-0.125,-3.5
106,2016-02-29,KO,14.689,19.069,0.164,0.274,0.231,0.222,0.144,0.491,0.714,0.163,0.023,0.012,0.309,3.639,0.357,0.442,0.758,5.117,0.939,0.648,2.517,0.486,10.537,6.296,0.818,1.733,-0.035,6.174,22.983,18.929,21.893,22.005,25.826,25.826,4.216,17.737,0.781,0.166,0.648,0.217,0.133,0.263,0.143,0.263,0.319,0.472,0.524,0.816,0.526,0.211,AA-,28,32.0,-4.0,-0.329,-0.296,-0.118,-0.014,-0.004,0.135,-0.245,-0.042,0.0,-0.137,0.0,0.353,0.2,0.475,-0.086,0.083,-0.257,-0.082,0.227,0.354,0.149,0.127,0.111,0.095,0.203,0.203,0.102,0.043,0.0,0.012,0.012,-0.053,-0.252,-0.066,-0.125,0.143,-2.0
14,2013-01-31,AMD,-4.104,1.503,0.114,0.088,0.044,-0.642,0.076,0.413,0.758,0.412,0.104,0.085,0.417,3.863,0.182,0.446,-0.467,5.241,1.395,0.712,3.127,1.216,7.204,3.727,2.096,5.019,-0.205,1.872,-2.57,11.417,17.333,18.571,-2.167,-2.167,0.311,13.712,0.0,-0.148,0.468,-0.155,0.104,-0.642,-0.244,-0.642,0.57,0.418,0.582,0.712,0.582,-0.104,B,6,8.0,-2.0,-2.094,-0.453,0.0,-0.221,-2.689,0.116,-0.024,0.072,0.049,-0.206,-2.35,0.131,0.156,0.478,-0.082,0.035,-0.353,-0.005,0.215,-0.422,-0.556,0.462,0.107,0.186,-1.197,-1.194,-0.603,0.018,-0.035,-2.689,-2.689,-0.114,-0.18,-1.839,-0.25,0.143,-3.0
42,2016-08-31,CHK,-14.176,-17.176,0.082,-0.988,-1.141,-2.128,-0.898,0.629,0.87,0.389,0.064,0.06,0.044,-1.119,0.062,0.677,-12.474,1.045,5.546,0.861,7.63,0.569,8.945,8.168,0.791,4.988,-0.513,1.263,-2.146,-1.809,-85.178,-85.178,-86.689,-86.689,0.514,28.852,0.132,-1.009,-0.965,-1.172,-0.459,-8.822,-0.577,-2.321,-0.549,-0.093,0.82,0.874,0.838,-0.836,CC,1,2.0,-1.0,-0.247,-0.306,0.0,-0.217,1.027,0.009,0.046,-0.072,-0.091,-0.2,5.067,-0.001,0.012,0.09,0.296,0.179,0.0,-0.208,-0.164,0.004,1.737,0.733,727.017,727.017,746.319,746.319,2.779,19.506,-0.224,2.836,0.505,-0.399,0.292,-0.14,-0.5,-0.333,0.0
189,2013-12-31,XLNX,10.875,12.111,0.372,0.324,0.294,0.165,0.175,0.194,0.404,0.25,0.117,0.058,0.972,1.286,0.502,0.238,0.951,5.293,0.144,0.261,0.679,0.465,8.816,7.74,0.672,0.78,-0.034,3.901,25.295,16.063,21.66,23.075,24.168,24.168,5.52,17.622,0.466,0.24,0.704,0.266,0.154,0.189,0.15,0.189,0.327,0.861,0.139,0.28,0.139,0.273,A-,19,16.0,3.0,-0.048,-0.016,-0.112,0.006,-0.187,-0.031,-0.304,0.918,-0.049,-0.073,0.031,0.142,-0.081,-0.049,-0.124,-0.069,-0.05,0.003,-0.144,0.221,0.14,0.254,0.288,0.335,0.385,0.385,0.303,0.582,0.051,-0.203,-0.203,-0.081,0.171,-0.028,0.188,0.143,0.5
115,2016-03-31,M,3.821,5.366,0.122,0.114,0.075,0.176,0.166,0.371,0.793,0.457,0.053,0.051,0.07,2.464,0.084,0.429,0.608,2.143,1.221,0.701,3.841,1.288,55.151,6.776,2.407,6.372,-0.043,2.4,10.296,6.508,13.525,13.693,13.693,13.693,0.508,6.928,0.425,0.04,0.391,0.062,0.147,0.223,0.106,0.223,0.514,0.378,0.622,0.679,0.622,0.079,BBB,14,16.0,-2.0,-0.157,-0.216,-0.192,-0.149,-0.111,0.094,0.163,-0.117,-0.105,-0.307,-0.154,0.121,0.064,0.454,-0.026,-0.367,0.671,0.071,0.323,-0.187,-1.068,0.021,-0.025,-0.031,-0.085,-0.085,-0.275,-0.229,-0.025,-0.071,-0.071,-0.032,-0.189,-0.092,-0.125,0.143,-2.0
158,2016-11-30,STZ,4.392,5.876,0.138,0.324,0.292,0.159,0.144,0.465,0.599,0.253,0.052,0.044,0.022,3.469,0.15,0.659,0.417,3.056,0.863,0.556,1.515,0.413,8.912,7.131,0.519,1.045,-0.028,0.435,3.74,16.534,24.736,25.444,25.969,25.969,0.513,2.192,0.236,0.168,0.499,0.245,0.138,0.184,0.107,0.184,0.206,0.497,0.496,0.584,0.5,0.202,BBB-,12,10.0,2.0,0.152,1.466,0.03,0.81,-0.112,-0.07,-0.654,-0.161,-0.214,10.0,-0.513,-0.193,-0.023,-0.163,-0.055,0.552,-0.056,-0.114,-0.2,0.798,-0.89,0.31,1.884,1.931,2.098,2.098,2.31,1.628,0.263,-0.156,-0.156,0.12,0.107,-0.029,0.2,0.111,1.0
41,2016-02-29,CHK,-18.818,-24.74,0.082,-1.262,-1.436,-1.05,-1.04,0.62,0.862,0.372,0.069,0.066,0.055,-0.668,0.035,0.694,-2.056,1.046,1.387,0.851,6.997,0.439,7.586,8.168,0.999,5.97,-0.548,1.258,-0.784,-1.044,-0.117,-0.117,-0.116,-0.116,0.136,1.407,0.177,-1.151,-1.243,-1.496,-0.554,-2.3,-0.414,-1.542,-0.914,-0.072,0.812,0.842,0.829,-0.972,CCC,2,3.0,-1.0,0.157,0.186,-0.602,0.635,0.232,0.388,0.008,0.078,0.119,-0.61,0.263,0.367,0.512,2.896,-0.095,-0.168,0.0,0.491,3.255,0.001,-0.899,-0.475,-0.997,-0.997,-0.997,-0.997,-0.087,0.175,0.646,1.055,0.795,1.497,-1.211,0.609,-0.333,-0.5,-0.667
94,2016-02-29,HES,-6.793,-6.111,0.144,0.288,-0.355,-0.134,-0.087,0.194,0.403,1.494,0.062,0.061,0.197,3.469,0.013,0.474,-1.181,0.523,0.316,0.268,0.712,0.182,4.106,5.736,0.246,0.342,-0.137,0.663,11.066,10.726,-7.942,-7.942,-4.109,-4.045,2.071,6.938,0.198,-0.453,0.477,-0.642,0.053,-0.145,-0.085,-0.145,0.093,0.719,0.243,0.246,0.252,0.259,BBB-,12,14.0,-2.0,-2.482,-1.804,-0.246,0.789,-2.489,-0.263,0.915,-0.295,-0.282,1.662,-16.747,-0.457,-0.34,-0.416,-0.834,-0.484,0.063,-0.865,-0.86,-0.396,0.015,1.377,-1.593,-1.591,-1.315,-1.31,2.759,0.28,1.013,-2.368,-2.368,-0.642,-0.039,0.977,-0.143,0.167,-2.0
151,2016-10-31,RRD,1.269,2.017,0.099,0.091,0.055,0.096,0.115,0.494,0.907,0.171,0.079,0.068,0.046,4.347,0.14,0.468,0.576,4.573,4.676,0.878,10.014,1.246,4.519,6.177,2.408,13.751,-0.058,2.046,-18.821,8.327,22.468,22.468,55.469,33.491,0.138,2.526,3.306,0.007,0.214,0.017,0.112,0.096,0.079,0.096,0.266,0.175,0.821,0.955,0.824,0.061,B+,7,8.0,-1.0,-1.675,-0.268,0.031,-0.18,-1.041,-0.087,23.429,0.026,-0.081,-0.164,-0.258,-0.006,-0.115,-0.947,-0.152,-0.189,-0.176,-0.21,-0.95,-0.959,0.081,0.659,-0.336,-0.344,-5.108,-3.48,-0.574,-0.377,-0.04,-1.041,-1.041,-0.187,14.909,-3.179,-0.125,-0.111,0.0
182,2014-06-30,WMB,1.667,2.123,0.122,0.318,0.196,0.052,0.084,0.43,0.679,0.293,0.057,0.054,0.045,5.348,0.045,0.605,-0.685,1.028,1.348,0.724,3.818,0.253,10.38,4.121,0.345,1.422,-0.066,5.282,146.225,17.05,90.953,90.953,97.017,98.661,6.327,19.843,2.451,0.062,0.393,0.147,0.083,0.087,0.057,0.087,0.099,0.243,0.561,0.587,0.698,0.215,BB+,10,14.0,-4.0,-0.289,-0.32,-0.523,-0.276,-0.54,-0.165,0.655,-0.186,-0.194,-0.318,-4.663,-0.037,-0.138,-0.49,-0.338,-0.021,-0.128,-0.501,-0.678,-0.005,2.717,1.103,2.749,2.69,3.219,1.017,1.735,2.721,-0.22,-0.508,-0.508,-0.591,0.548,-0.366,-0.286,0.167,-3.0
190,2011-09-30,XRAY,12.173,16.153,0.269,0.2,0.173,0.145,0.165,0.187,0.421,0.395,0.039,0.039,0.407,1.388,0.014,0.439,0.866,3.307,0.315,0.281,0.747,0.676,6.1,10.027,0.885,1.2,-0.031,2.044,16.648,12.316,15.269,15.579,16.068,16.068,1.895,11.516,0.101,0.12,0.54,0.158,0.144,0.151,0.119,0.151,0.365,0.737,0.242,0.245,0.247,0.151,BBB+,16,19.0,-3.0,-0.07,-0.073,-0.124,-0.029,-0.02,0.117,-0.032,-0.381,-0.22,0.201,-0.008,0.251,0.181,0.186,-0.088,-0.026,0.035,-0.11,-0.03,-0.213,-0.197,0.044,-0.102,-0.098,-0.065,-0.065,-0.078,0.008,0.009,-0.019,-0.019,-0.078,-0.082,-0.032,-0.158,0.188,-2.0
109,2013-12-31,LH,6.683,10.369,0.207,0.218,0.179,0.209,0.197,0.381,0.594,0.295,0.043,0.039,0.059,2.015,0.085,0.587,0.752,6.126,0.867,0.51,1.477,0.867,7.356,13.627,1.15,2.155,-0.038,3.113,14.71,8.827,14.122,14.366,15.053,15.053,1.382,9.689,0.0,0.098,0.412,0.158,0.188,0.209,0.135,0.209,0.358,0.534,0.462,0.505,0.464,0.138,BBB+,16,14.0,2.0,-0.134,-0.145,-0.127,-0.06,-0.059,0.021,-0.048,0.0,0.0,-0.017,-0.099,-0.02,0.039,0.053,-0.031,-0.035,0.014,-0.042,-0.0,-0.001,-0.092,0.047,0.015,0.011,0.019,0.019,-0.081,-0.009,-0.035,-0.103,-0.103,-0.063,-0.041,-0.061,0.143,-0.125,-2.0
179,2014-07-31,VMC,1.698,0.936,0.083,0.173,0.065,0.03,0.029,0.297,0.52,0.544,0.082,0.081,0.051,4.995,0.01,0.566,0.192,1.339,0.521,0.396,1.081,0.345,7.301,14.168,0.445,0.718,-0.028,1.748,-147.53,20.2,191.303,191.303,60.702,62.505,2.942,22.661,0.298,0.049,0.265,0.062,0.059,0.036,0.047,0.036,0.091,0.62,0.38,0.384,0.38,0.156,BB+,10,9.0,1.0,2.807,-8.256,0.804,0.236,-2.429,-0.008,-0.355,0.0,0.191,3.636,-0.666,0.112,-0.048,-0.02,0.139,-0.164,-0.153,0.113,0.113,0.43,-5.287,-0.141,-3.349,-3.349,-2.065,-2.028,0.279,-0.219,-0.007,-2.385,-2.385,0.11,0.0,0.431,0.111,-0.25,-1.333
35,2012-04-30,CHK,3.286,3.32,0.247,0.383,0.217,0.11,0.103,0.259,0.571,1.16,0.065,0.065,0.017,2.431,0.0,0.453,-1.448,0.65,0.635,0.478,1.436,0.295,5.195,8.168,0.404,0.7,-0.105,0.718,-437.41,6.419,7.011,7.496,7.948,7.948,1.053,2.075,0.107,0.15,0.43,0.248,0.113,0.122,0.083,0.109,0.12,0.471,0.376,0.376,0.394,0.316,BB,9,10.0,-1.0,0.034,0.006,0.06,-0.166,-0.173,-0.031,0.347,0.0,0.0,2.4,-0.118,-0.04,-0.05,0.0,0.057,-0.085,0.0,0.202,0.14,-0.527,-1.479,-0.154,-0.45,-0.441,-0.407,-0.407,-0.555,-0.52,-0.154,-0.153,-0.18,-0.062,0.078,-0.127,-0.1,0.111,-2.0
187,2016-01-31,X,0.033,0.45,0.175,0.051,0.008,-0.06,0.015,0.302,0.695,2.087,0.077,0.069,0.156,5.254,0.106,0.389,0.013,1.808,0.865,0.6,2.277,1.13,8.143,6.811,1.965,3.704,-0.068,0.322,-2.211,9.761,21.875,26.923,-4.217,-4.217,0.078,1.852,0.284,-0.018,0.083,-0.044,0.057,-0.063,0.001,-0.063,0.094,0.53,0.469,0.525,0.47,0.025,B,6,8.0,-2.0,-0.97,-0.629,0.804,0.041,-11.0,-0.093,0.693,0.481,0.327,2.059,-0.958,-0.023,-0.028,-0.304,-0.077,0.004,-0.254,-0.215,-0.292,-0.558,-1.013,0.293,-0.576,-0.677,-1.01,-1.01,-0.422,-0.31,0.0,-11.5,-11.5,-0.069,0.106,-0.324,-0.25,-0.111,1.0
122,2014-03-31,MCK,6.392,11.549,0.09,0.022,0.021,0.168,0.222,0.137,0.786,0.216,0.052,0.049,0.096,1.69,0.072,0.161,0.894,20.931,0.588,0.737,3.68,3.646,12.672,7.488,10.71,17.063,-0.04,5.062,32.744,11.863,23.48,23.958,32.28,35.815,0.312,15.167,0.157,0.01,0.061,0.016,0.083,0.17,0.126,0.17,0.222,0.628,0.372,0.401,0.372,0.015,BBB+,16,19.0,-3.0,-0.148,0.109,0.268,0.0,-0.111,0.048,-0.491,-0.35,-0.329,-0.338,-0.031,-0.129,0.062,0.228,-0.115,-0.079,-0.087,-0.123,0.036,1.036,0.411,0.762,0.615,0.63,1.146,1.381,0.902,1.006,0.089,-0.101,-0.101,-0.031,-0.154,0.0,-0.158,0.188,-2.0
70,2016-04-30,DRI,5.217,7.469,0.129,0.128,0.085,0.132,0.162,0.216,0.601,0.264,0.082,0.068,0.176,1.302,0.171,0.299,0.656,1.248,0.398,0.388,1.505,1.294,109.755,27.626,2.236,3.241,-0.065,3.688,26.049,10.26,19.393,19.762,23.851,23.58,1.123,11.341,0.813,0.048,0.223,0.057,0.155,0.15,0.11,0.15,0.288,0.69,0.31,0.374,0.31,0.092,BBB,14,12.0,2.0,0.965,1.512,-0.338,0.153,0.389,-0.158,-0.343,0.608,0.447,8.778,1.955,0.1,-0.365,-0.398,0.479,0.356,0.923,0.667,0.059,0.329,0.534,-0.244,-0.338,-0.34,-0.241,0.29,0.014,0.539,0.042,0.339,0.339,0.54,0.575,-0.298,0.167,-0.143,-2.0
30,2014-05-31,BTU,0.177,-0.766,0.071,0.07,-0.045,-0.071,-0.03,0.415,0.705,0.903,0.068,0.067,0.05,12.495,0.005,0.586,0.448,0.908,1.376,0.634,2.411,0.477,11.271,4.657,0.674,1.631,-0.057,1.095,11.838,22.032,-235.34,-235.34,-193.92,-117.1,0.636,8.686,0.121,-0.048,0.105,-0.12,0.032,-0.075,0.008,-0.075,0.05,0.413,0.583,0.586,0.586,0.065,BB-,8,9.0,-1.0,-1.183,-1.475,-0.489,-0.632,-0.466,0.041,-0.237,0.046,0.047,-0.107,0.176,0.008,0.06,0.143,-0.004,0.05,0.059,0.0,0.093,0.103,0.512,1.658,-0.298,-0.298,1.21,0.53,0.034,1.191,-0.533,-0.483,-0.483,-0.537,-0.086,-33.5,-0.111,-0.1,0.0
78,2016-03-31,F,3.271,3.111,0.082,0.121,0.068,0.27,0.066,0.591,0.872,0.521,0.038,0.026,0.165,7.342,0.324,0.458,0.555,3.426,3.083,0.842,6.849,0.69,1.536,5.961,1.261,5.222,-0.041,1.812,6.056,10.439,6.959,6.995,7.337,7.337,0.353,3.265,0.323,0.049,0.2,0.069,0.083,0.276,0.101,0.276,0.133,0.241,0.758,1.12,0.758,0.103,BBB,14,12.0,2.0,0.229,0.324,0.577,0.21,-0.204,-0.035,0.598,-0.296,-0.257,-0.127,0.687,-0.154,-0.037,-0.291,-0.068,-0.11,-0.039,-0.234,-0.34,-0.449,-0.582,-0.048,-0.332,-0.345,-0.343,-0.343,-0.234,-0.532,0.143,-0.211,-0.211,0.031,0.159,0.241,0.167,0.2,0.0
192,2016-01-31,XRX,2.607,4.087,0.124,0.147,0.078,0.054,0.079,0.29,0.605,0.925,0.057,0.047,0.074,2.808,0.183,0.392,0.823,10.037,0.624,0.47,1.538,0.704,4.445,7.665,1.114,1.791,-0.038,1.083,9.221,7.609,44.828,45.349,79.592,130.0,0.532,6.208,0.639,0.031,0.372,0.032,0.101,0.051,0.055,0.052,0.262,0.601,0.375,0.459,0.376,0.098,BBB-,12,14.0,-2.0,-0.325,-0.06,-0.133,-0.039,-0.46,0.031,-0.027,-0.034,-0.06,0.194,-0.072,0.185,0.042,0.072,0.01,0.088,0.038,0.035,0.049,-0.129,-0.478,0.242,-0.088,-0.096,0.504,1.484,-0.27,0.317,-0.029,-0.48,-0.464,-0.019,-0.018,-0.222,-0.143,0.167,-2.0
149,2012-08-31,RRD,0.829,3.027,0.131,0.121,0.072,-0.028,0.142,0.451,0.849,0.5,0.073,0.066,0.056,2.983,0.096,0.48,0.725,3.893,2.637,0.793,5.711,1.249,5.335,7.942,2.234,8.4,-0.098,1.866,-100.9,4.874,17.615,17.805,-126.69,-126.69,0.189,2.512,0.905,-0.004,0.232,-0.013,0.147,-0.03,0.042,-0.03,0.29,0.266,0.73,0.807,0.733,0.045,BB,9,10.0,-1.0,-0.564,-0.061,0.191,-0.024,-1.326,0.132,-0.184,0.09,0.015,-0.371,0.121,0.229,0.192,0.884,0.087,-0.014,-0.089,0.223,0.81,0.015,-2.02,-0.128,-0.51,-0.513,-2.9,-2.9,-0.566,-0.62,-0.029,-1.319,-1.319,0.058,-0.325,-0.384,-0.1,-0.286,-0.75
79,2015-02-28,FCX,-0.51,1.267,0.158,0.241,0.051,-0.049,0.028,0.323,0.605,1.017,0.045,0.044,0.013,3.676,0.025,0.52,-0.281,0.782,0.749,0.54,1.945,0.351,8.366,6.588,0.514,1.172,-0.114,0.911,8.464,8.526,56.921,56.921,-17.167,-17.167,1.049,3.994,0.636,-0.061,0.274,-0.02,0.084,-0.067,0.002,-0.067,0.1,0.438,0.443,0.455,0.503,0.155,BBB-,12,14.0,-2.0,-1.047,-0.936,-0.626,-0.559,-1.132,0.2,2.178,-0.605,-0.581,-0.952,-1.373,-0.094,0.504,0.634,-0.506,-0.209,0.414,-0.531,-0.302,-0.694,-1.002,0.93,4.648,4.589,-2.666,-2.666,-0.575,-0.457,-0.523,-1.143,-1.153,-0.756,-0.328,-0.572,-0.143,0.167,-2.0
